Country,Date,Log_DMSP,Log_GDP,Log_ELEC,Log_Population,Log_CO2,Log_N2O,Log_CH4,Log_F-gases,Poverty,REGION,SUBREGION
MDG,2002,4.45,1.48,-0.22,16.63,14.03,,,11.00,,2,14
MDV,2002,,-0.19,-2.21,12.60,13.44,,,,,142,34
MEX,2002,10.30,6.61,5.16,18.47,19.79,,,10.36,,19,13
MHL,2002,,-2.08,,10.86,11.34,,,,,9,57
MKD,2002,6.29,1.33,1.67,14.52,16.21,,,4.33,,150,39
MLI,2002,5.39,1.21,-0.98,16.28,13.65,,,11.01,,2,11
MLT,2002,5.65,1.46,0.51,12.89,14.65,,,4.34,,150,39
MMR,2002,5.95,,1.29,17.70,16.04,,,11.68,,142,35
MNE,2002,5.07,0.25,,13.32,,,,,,150,39
MNG,2002,5.20,0.33,0.94,14.71,15.93,,,10.24,,142,30
MNP,2002,4.33,,,11.13,,,,,,9,57
MOZ,2002,5.68,1.44,1.75,16.78,14.28,,,12.34,54.1,2,14
MRT,2002,4.67,0.14,-0.76,14.87,14.12,,,5.12,,2,11
MSR,2002,,,-4.04,,,,,,,19,29
MTQ,2002,5.98,,0.14,,,,,,,19,29
MUS,2002,5.40,1.56,0.51,14.00,14.88,,,2.07,,2,14
MWI,2002,5.55,0.98,0.18,16.28,13.69,,,8.85,,2,14
MYS,2002,8.97,4.61,4.16,17.01,18.72,,,9.76,6,142,35
MYT,2002,-0.72,,,,,,,,,2,14
NAM,2002,5.64,1.21,0.90,14.49,14.38,,,9.84,,2,18
NCL,2002,4.31,,0.43,12.31,14.70,,,3.50,,9,54
NER,2002,4.56,0.77,-0.99,16.31,13.61,,,7.38,,2,11
NFK,2002,,,,,,,,,,9,53
NGA,2002,9.12,4.08,2.66,18.68,18.40,,,11.60,,2,11
NIC,2002,5.93,1.65,0.66,15.46,15.21,,,7.45,,19,13
NIU,2002,,,-5.88,,,,,,,9,61
NLD,2002,9.25,6.14,4.63,16.60,18.96,,,8.05,,150,155
NPL,2002,4.91,1.80,0.56,17.01,14.81,,,5.76,,142,34
NRU,2002,,,-3.65,,,,,,,9,57
NZL,2002,7.58,4.19,3.60,15.19,17.32,,,6.70,,9,53
OMN,2002,8.34,3.00,2.03,14.66,17.05,,,4.08,,142,145
PAK,2002,9.05,4.28,3.96,18.79,18.55,,,6.43,,142,34
PAN,2002,6.50,2.51,1.37,14.96,15.59,,,6.36,,19,13
PCN,2002,,,,,,,,,,9,61
PER,2002,7.91,4.00,2.96,17.10,17.12,,,6.71,54.3,19,5
PHL,2002,7.82,4.40,3.70,18.21,18.08,,,8.14,,142,35
PLW,2002,1.69,-1.78,,9.88,12.12,,,,,9,57
PNG,2002,5.16,1.10,0.94,15.55,15.06,,,11.26,,9,54
POL,2002,9.54,5.29,4.72,17.46,19.50,,,7.54,16.6,150,151
PRI,2002,8.39,4.28,3.07,15.16,,,,1.10,,19,29
PRK,2002,3.62,,2.77,16.96,18.15,,,7.71,,142,30
PRT,2002,9.06,4.90,3.73,16.16,18.02,,,7.92,,150,39
PRY,2002,7.03,1.84,1.48,15.52,15.18,,,10.87,,19,5
PSE,2002,7.43,1.27,0.89,14.94,13.96,,,,,142,145
PYF,2002,4.14,,-0.72,12.41,13.51,,,,,9,61
QAT,2002,7.36,2.96,2.25,13.36,17.16,,,,,142,145
REU,2002,5.67,,0.64,,,,,,,2,14
ROU,2002,7.99,3.83,3.75,16.89,18.34,,,6.46,,150,151
RWA,2002,3.85,0.52,-1.52,15.96,13.18,,,6.83,,2,14
SAU,2002,10.05,5.24,4.82,16.94,19.60,,,7.45,,142,145
SDN,2002,6.93,2.69,0.97,17.20,15.69,,,12.89,,2,15
SEN,2002,5.49,1.67,0.18,16.16,15.33,,,10.58,,2,11
SGP,2002,6.32,4.52,3.44,15.24,17.67,,,7.65,,142,35
SGS,2002,,,,,,,,,,0,0
SHN,2002,,,-5.37,,,,,,,2,11
SJM,2002,,,,,,,,,,150,154
SLB,2002,,-1.07,-2.89,12.98,12.06,,,,,9,54
SLE,2002,2.66,0.21,-1.98,15.30,13.32,,,9.81,,2,11
SLV,2002,6.23,2.66,1.34,15.59,15.61,,,6.31,,19,13
SMR,2002,3.93,-0.13,,10.25,,,,,,150,39
SOM,2002,1.59,,-1.43,15.87,13.28,,,4.61,,2,14
SPM,2002,2.44,,-3.13,,,,,,,19,21
SRB,2002,7.60,2.78,,15.83,,,,,,150,39
STP,2002,1.90,-2.47,-3.58,11.87,10.98,,,,,2,17
SUR,2002,4.97,0.08,0.29,13.09,14.63,,,6.02,,19,5
SVK,2002,7.55,3.56,3.23,15.50,17.49,,,5.52,,150,151
SVN,2002,6.48,3.16,2.50,14.51,16.55,,,5.67,,150,39
SWZ,2002,4.58,0.20,0.20,13.89,13.93,,,6.06,,2,18
SYC,2002,2.39,-0.36,-1.66,11.33,13.20,,,,,2,14
SYR,2002,8.40,3.07,2.97,16.65,17.48,,,5.00,,142,145
TCA,2002,2.52,,-2.42,9.99,11.50,,,,,19,29
TCD,2002,3.40,0.69,-2.37,16.01,12.04,,,11.58,54.8,2,17
TGO,2002,4.64,0.39,-0.56,15.45,14.02,,,9.57,,2,11
THA,2002,9.01,4.84,4.54,17.98,19.19,,,10.23,32.4,142,35
TJK,2002,6.11,0.20,2.65,15.67,14.45,,,5.91,,142,143
TKL,2002,,,,,,,,,,9,61
TKM,2002,7.64,1.50,2.02,15.34,17.51,,,5.55,,142,143
TLS,2002,2.51,-0.81,,13.70,11.99,,,,,142,35
TON,2002,,-1.70,-3.34,11.50,11.54,,,,,9,61
TTO,2002,6.58,2.20,1.58,14.06,17.12,,,1.95,,19,29
TUN,2002,7.78,3.14,2.28,16.09,16.85,,,-4.52,,2,15
TUR,2002,9.08,5.45,4.63,17.99,19.14,,,8.26,30.3,142,145
TUV,2002,,-4.17,,9.16,,,,,,9,61
TWN,2002,9.17,,5.18,,,,,,,0,0
TZA,2002,5.87,2.38,0.79,17.40,15.09,,,11.78,,2,14
UGA,2002,5.37,1.82,0.26,17.05,14.33,,,10.54,38.8,2,14
UKR,2002,8.61,3.75,4.84,17.69,19.58,,,8.26,,150,151
UMI,2002,0.17,,,,,,,,,0,0
URY,2002,7.16,2.61,1.82,15.02,15.35,,,4.71,,19,5
USA,2002,12.93,9.30,8.20,19.48,22.45,,,12.57,,19,21
UZB,2002,8.58,2.27,3.74,17.05,18.67,,,6.04,,142,143
VAT,2002,-0.99,,,,,,,,,150,39
VCT,2002,2.32,-0.77,,11.59,12.14,,,0.01,,19,29
VEN,2002,9.36,4.53,4.16,17.05,19.08,,,9.90,55.4,19,5
VGB,2002,3.08,,-3.34,,,,,,,19,29
VIR,2002,5.18,,-0.09,11.59,,,,,,19,29
VNM,2002,7.88,3.64,3.39,18.19,18.08,,,9.52,,142,35
VUT,2002,3.19,-1.34,-3.24,12.18,11.34,,,,,9,54
WLF,2002,,,,,,,,,,9,61
WSM,2002,,-1.24,-2.18,12.08,11.87,,,,,9,61
YEM,2002,6.73,2.37,0.96,16.75,16.57,,,0.69,,142,145
ZAF,2002,9.50,4.71,5.25,17.63,19.67,,,10.62,,2,18
ZMB,2002,6.48,1.43,1.96,16.23,14.49,,,12.46,,2,14
ZWE,2002,6.75,1.85,2.32,16.36,16.29,,,10.01,,2,14
ABW,2001,4.89,0.65,-0.35,11.44,14.67,,,,,19,29
AFG,2001,4.48,0.90,-0.43,16.84,13.38,,,5.50,,142,34
AGO,2001,6.01,2.19,0.30,16.56,16.09,,,6.17,,2,17
AIA,2001,2.02,,,,,,,,,19,29
ALA,2001,3.52,,,,,,,,,150,154
ALB,2001,5.02,1.41,1.27,14.93,14.99,,,3.66,,150,39
AND,2001,4.79,0.23,,11.12,13.17,,,,,150,39
ANT,2001,5.17,,-0.11,,,,,,,19,29
ARE,2001,8.93,4.64,3.62,14.98,18.43,,,6.80,,142,145
ARG,2001,9.64,5.59,4.32,17.44,18.70,,,10.73,,19,5
ARM,2001,4.98,0.75,1.31,14.93,15.08,,,4.61,48.3,142,145
ASM,2001,2.13,,-1.90,10.97,,,,,,9,61
ATA,2001,,,,,,,,,,0,0
ATF,2001,,,,,,,,,,0,0
ATG,2001,4.10,-0.26,-1.90,11.28,12.75,,,1.18,,19,29
AUS,2001,9.39,5.94,5.26,16.78,19.60,,,13.41,,9,53
AUT,2001,7.93,5.28,4.02,15.90,18.00,,,7.37,,150,155
AZE,2001,6.75,1.74,2.75,15.91,17.17,,,6.79,49.6,142,145
BDI,2001,3.22,-0.13,-1.95,15.75,12.23,,,5.38,,2,14
BEL,2001,9.52,5.47,4.37,16.15,18.55,,,7.17,,150,155
BEN,2001,4.59,0.92,-0.93,15.79,14.41,,,10.07,,2,11
BFA,2001,5.31,1.03,-0.99,16.30,13.81,,,10.11,,2,11
BGD,2001,7.02,3.85,2.64,18.71,17.30,,,7.44,,142,34
BGR,2001,6.85,2.66,3.31,15.90,17.65,,,6.54,,150,151
BHR,2001,5.98,2.19,1.76,13.45,16.45,,,5.38,,142,145
BHS,2001,4.85,1.87,0.41,12.62,14.27,,,3.00,,19,29
BIH,2001,6.24,1.75,2.00,15.15,16.41,,,6.56,,150,39
BLM,2001,3.98,,,,,,,,,19,29
BLR,2001,7.58,2.51,3.21,16.11,17.78,,,5.31,28.9,150,151
BLZ,2001,3.89,-0.14,-1.21,12.45,13.47,,,,,19,13
BMU,2001,3.22,1.30,-0.51,11.04,13.11,,,,,19,21
BOL,2001,7.06,2.10,1.22,15.96,16.10,,,9.99,63.1,19,5
BRA,2001,10.61,6.32,5.72,19.00,19.64,,,12.84,24.7,19,5
BRB,2001,5.23,1.14,-0.31,12.51,14.02,,,,,19,29
BRN,2001,6.24,1.72,0.75,12.73,15.57,,,4.85,,142,35
BTN,2001,,-0.74,-0.91,13.27,12.87,,,4.08,,142,34
BVT,2001,,,,,,,,,,0,0
BWA,2001,5.60,1.70,0.70,14.38,15.28,,,10.65,,2,18
CAF,2001,3.44,-0.07,-2.32,15.15,12.41,,,12.83,,2,17
CAN,2001,10.95,6.60,6.23,17.25,20.08,,,10.45,,19,21
CCK,2001,,,,,,,,,,0,0
CHE,2001,8.36,5.63,3.99,15.79,17.58,,,7.25,,150,155
CHL,2001,8.33,4.28,3.67,16.55,17.80,,,8.33,,19,5
CHN,2001,11.03,7.19,7.18,20.96,21.97,,,11.29,,142,30
CIV,2001,6.31,2.36,1.05,16.64,15.86,,,,,2,11
CMR,2001,5.60,2.27,0.95,16.61,15.05,,,11.34,40.2,2,17
COD,2001,6.37,2.01,1.52,17.72,14.33,,,13.24,,2,17
COG,2001,5.29,1.03,-1.25,14.97,13.55,,,9.79,,2,17
COK,2001,,,-3.80,,,,,,,9,61
COL,2001,8.77,4.59,3.52,17.53,17.85,,,9.79,,19,5
COM,2001,,-1.51,-3.65,13.24,11.39,,,-3.25,,2,14
CPV,2001,3.57,-0.57,-1.94,13.01,12.25,,,,,2,11
CRI,2001,6.92,2.80,1.81,15.20,15.57,,,7.06,,19,13
CUB,2001,6.67,3.46,2.49,16.23,17.05,,,6.77,,19,29
CXR,2001,,,,,,,,,,0,0
CYM,2001,4.10,,-0.93,10.68,13.03,,,,,19,29
CYP,2001,6.71,2.27,1.13,13.78,15.74,,,4.64,,142,145
CZE,2001,8.64,4.21,4.02,16.14,18.63,,,6.32,,150,151
DEU,2001,10.37,7.57,6.25,18.23,20.57,,,9.74,,150,155
DJI,2001,2.58,-0.56,-1.79,13.51,12.70,,,2.48,,2,14
DMA,2001,0.18,-1.07,-2.62,11.15,11.64,,,,,19,29
DNK,2001,7.66,5.10,3.49,15.49,17.78,,,6.75,,150,154
DOM,2001,7.15,3.21,2.14,15.98,16.80,,,6.79,32.8,19,29
DZA,2001,8.73,4.00,3.03,17.27,18.25,,,6.74,,2,15
ECU,2001,7.81,3.20,2.09,16.37,16.97,,,7.49,54.9,19,5
EGY,2001,10.09,4.58,4.22,18.06,18.65,,,7.90,,2,15
ERI,2001,3.74,-0.28,-1.71,15.11,13.35,,,5.14,,2,14
ESH,2001,4.10,,-2.60,,,,,,,2,15
ESP,2001,10.34,6.44,5.33,17.52,19.51,,,8.98,,150,39
EST,2001,6.75,1.83,1.76,14.14,16.56,,,2.78,,150,154
ETH,2001,5.22,2.11,0.58,18.04,15.28,,,11.12,,2,14
FIN,2001,9.63,4.86,4.36,15.46,17.86,,,6.36,,150,154
FJI,2001,1.99,0.51,-0.56,13.61,13.92,,,1.79,,9,54
FLK,2001,,,-4.26,,,,,,,19,5
FRA,2001,10.55,7.23,6.04,17.93,19.76,,,9.50,,150,155
FRO,2001,2.64,0.14,-1.58,10.76,13.54,,,,,150,154
FSM,2001,,-1.43,,11.58,12.08,,,,,9,57
GAB,2001,6.77,1.55,0.09,14.05,14.39,,,7.82,,2,17
GBR,2001,10.53,7.33,5.82,17.90,20.12,,,9.06,,150,154
GEO,2001,4.85,1.17,1.83,15.29,15.14,,,5.45,,142,145
GGY,2001,3.77,,,,,,,,,150,154
GHA,2001,6.80,1.67,1.87,16.78,15.75,,,11.33,,2,11
GIB,2001,1.92,,-2.17,,,,,,,150,39
GIN,2001,4.45,1.04,-0.14,16.01,14.08,,,11.04,,2,11
GLP,2001,5.73,,0.11,,,,,,,19,29
GMB,2001,3.31,-0.37,-2.14,14.05,12.55,,,7.73,,2,11
GNB,2001,,-0.94,-2.95,14.11,11.92,,,8.59,,2,11
GNQ,2001,3.75,0.38,-2.99,13.22,14.95,,,,,2,17
GRC,2001,8.33,4.91,3.86,16.21,18.36,,,7.09,,150,39
GRD,2001,3.26,-0.65,-2.09,11.53,12.18,,,0.80,,19,29
GRL,2001,0.53,0.08,-1.39,10.94,13.20,,,,,19,21
GTM,2001,6.71,2.93,1.44,16.30,16.18,,,7.24,,19,13
GUF,2001,4.47,,-0.61,,,,,,,19,5
GUM,2001,5.70,,0.54,11.96,,,,,,9,57
GUY,2001,4.24,-0.36,-0.37,13.52,14.28,,,4.45,,19,5
HKG,2001,6.76,5.13,3.57,15.72,17.45,,,5.01,,142,30
HMD,2001,,,,,,,,,,0,0
HND,2001,6.63,2.02,1.17,15.67,15.56,,,6.64,63.7,19,13
HRV,2001,7.23,3.15,2.51,15.31,16.85,,,5.31,,150,39
HTI,2001,4.32,1.26,-1.27,15.98,14.27,,,4.99,,19,29
HUN,2001,8.01,3.98,3.49,16.14,17.86,,,6.97,,150,151
IDN,2001,8.94,5.08,4.42,19.18,19.50,,,12.37,,142,35
IMN,2001,3.72,0.48,,11.26,,,,,,150,154
IND,2001,10.42,6.20,5.97,20.79,20.91,,,10.28,,142,34
IOT,2001,2.45,,,,,,,,,0,0
IRL,2001,7.58,4.69,3.04,15.17,17.60,,,6.85,,150,154
IRN,2001,10.00,4.75,4.62,18.02,19.80,,,7.68,,142,34
IRQ,2001,8.83,,3.34,17.00,18.26,,,6.08,,142,145
ISL,2001,5.50,2.10,2.03,12.56,14.56,,,4.97,,150,154
ISR,2001,8.65,4.86,3.65,15.68,17.97,,,7.60,,142,145
ITA,2001,10.75,7.06,5.65,17.86,19.93,,,9.32,,150,39
JAM,2001,6.45,2.21,1.74,14.77,16.18,,,4.08,16.9,19,29
JEY,2001,3.95,,,,,,,,,150,154
JOR,2001,7.33,2.19,1.87,15.41,16.59,,,3.44,,142,145
JPN,2001,10.92,8.33,6.83,18.66,20.91,,,10.85,,142,30
KAZ,2001,8.46,3.10,3.90,16.51,18.81,,,10.08,46.7,142,143
KEN,2001,5.95,2.56,1.35,17.28,16.05,,,7.89,,2,14
KGZ,2001,5.87,0.42,2.10,15.41,15.15,,,4.71,,142,143
KHM,2001,4.49,1.38,-0.95,16.34,14.63,,,10.67,,142,35
KIR,2001,,-2.76,-4.58,11.36,10.15,,,,,9,57
KNA,2001,2.96,-0.78,-2.44,10.74,12.12,,,0.12,,19,29
KOR,2001,9.77,6.28,5.63,17.67,19.93,,,9.36,,142,30
KWT,2001,7.87,3.55,3.35,14.50,17.87,,,6.31,,142,145
LAO,2001,4.56,0.57,-0.34,15.51,13.71,,,8.37,,142,35
LBN,2001,7.97,2.87,2.23,15.03,16.60,,,0.69,,142,145
LBR,2001,,-0.66,-1.73,14.91,13.13,,,4.51,,2,11
LBY,2001,8.57,3.35,2.43,15.51,17.69,,,5.32,,2,15
LCA,2001,4.17,-0.30,-1.38,11.97,12.80,,,,,19,29
LIE,2001,3.93,0.91,,10.42,,,,,,150,155
LKA,2001,6.19,2.76,1.66,16.75,16.16,,,5.05,,142,34
LSO,2001,4.11,-0.35,-1.19,14.44,,,,7.61,,2,18
LTU,2001,6.69,2.50,2.08,15.06,16.37,,,5.45,,150,154
LUX,2001,6.44,3.04,1.82,13.00,15.99,,,4.12,,150,155
LVA,2001,6.35,2.12,1.61,14.66,15.74,,,5.69,,150,154
MAC,2001,1.90,1.87,0.41,12.99,14.34,,,,,142,30
MAF,2001,3.88,,,10.23,,,,,,19,29
MAR,2001,7.83,3.63,2.66,17.19,17.45,,,3.38,,2,15
MCO,2001,2.54,0.98,,10.38,,,,,,150,155
MDA,2001,5.18,0.39,,15.11,15.13,,,2.73,,150,151
MDG,2001,4.68,1.51,-0.19,16.60,14.37,,,11.55,70.8,2,14
MDV,2001,,-0.22,-2.29,12.58,13.26,,,,,142,34
MEX,2001,10.29,6.59,5.14,18.46,19.80,,,10.01,,19,13
MHL,2001,,-2.16,,10.86,11.30,,,,,9,57
MKD,2001,6.07,1.23,1.67,14.52,16.30,,,4.56,,150,39
MLI,2001,5.05,0.97,-0.98,16.25,13.63,,,11.07,55.6,2,11
MLT,2001,5.64,1.37,0.45,12.88,14.73,,,4.14,,150,39
MMR,2001,6.16,,1.11,17.69,15.98,,,10.66,,142,35
MNE,2001,4.89,0.15,,13.32,,,,,,150,39
MNG,2001,5.04,0.24,0.90,14.70,15.88,,,8.25,,142,30
MNP,2001,4.43,,,11.14,,,,,,9,57
MOZ,2001,5.69,1.40,1.95,16.75,14.27,,,12.51,,2,14
MRT,2001,4.69,0.11,-1.35,14.84,14.07,,,7.41,,2,11
MSR,2001,,,-4.58,,,,,,,19,29
MTQ,2001,5.91,,0.11,,,,,,,19,29
MUS,2001,5.37,1.51,0.49,13.99,14.87,,,1.81,,2,14
MWI,2001,5.45,0.54,0.13,16.26,13.72,,,8.69,,2,14
MYS,2001,8.86,4.53,4.11,16.99,18.73,,,8.98,,142,35
MYT,2001,-0.03,,,,,,,,,2,14
NAM,2001,5.65,1.27,0.66,14.47,14.52,,,9.97,,2,18
NCL,2001,4.31,,0.42,12.29,14.46,,,1.95,,9,54
NER,2001,4.61,0.67,-1.01,16.27,13.54,,,7.42,,2,11
NFK,2001,,,,,,,,,,9,53
NGA,2001,9.30,3.79,2.18,18.65,18.24,,,11.69,,2,11
NIC,2001,6.03,1.67,0.48,15.44,15.19,,,7.45,,19,13
NIU,2001,,,-5.88,,,,,,,9,61
NLD,2001,9.28,6.05,4.62,16.59,18.94,,,8.32,,150,155
NOR,2001,9.11,5.14,4.75,15.32,17.53,,,8.65,,150,154
NPL,2001,4.80,1.79,0.37,17.00,15.06,,,6.61,,142,34
NRU,2001,,,-3.65,,,,,,,9,57
NZL,2001,7.56,3.98,3.57,15.17,17.36,,,6.90,,9,53
OMN,2001,8.22,2.97,1.99,14.64,16.83,,,3.51,,142,145
PAK,2001,9.02,4.28,3.91,18.77,18.50,,,6.38,34.5,142,34
PAN,2001,6.45,2.47,1.32,14.94,15.76,,,6.53,,19,13
PCN,2001,,,,,,,,,,9,61
PER,2001,7.92,3.94,2.90,17.08,17.12,,,6.81,54.8,19,5
PHL,2001,7.76,4.33,3.68,18.19,18.08,,,8.48,,142,35
PLW,2001,2.00,-1.79,,9.87,12.12,,,,,9,57
PNG,2001,5.26,1.13,0.87,15.52,14.98,,,8.32,,9,54
POL,2001,9.58,5.25,4.73,17.46,19.52,,,7.31,15.6,150,151
PRI,2001,8.35,4.24,3.03,15.16,,,,2.64,,19,29
PRK,2001,3.49,,2.79,16.95,18.19,,,8.38,,142,30
PRT,2001,8.92,4.80,3.70,16.15,17.96,,,8.28,,150,39
PRY,2001,7.08,2.04,1.45,15.50,15.16,,,10.89,,19,5
PSE,2001,7.32,1.39,0.75,14.91,14.12,,,,,142,145
PYF,2001,3.90,,-0.82,12.39,13.51,,,,,9,61
QAT,2001,7.28,2.86,2.16,13.33,17.23,,,,,142,145
REU,2001,5.59,,0.64,,,,,,,2,14
ROU,2001,7.82,3.70,3.76,16.91,18.38,,,6.86,,150,151
RUS,2001,11.34,5.73,6.58,18.80,21.17,,,12.94,,150,151
RWA,2001,3.75,0.52,-1.59,15.94,13.18,,,5.61,,2,14
SAU,2001,9.99,5.21,4.77,16.91,19.51,,,7.32,,142,145
SDN,2001,6.90,2.58,0.82,17.18,15.45,,,12.64,,2,15
SEN,2001,5.50,1.58,0.14,16.13,15.28,,,10.67,,2,11
SGP,2001,6.32,4.49,3.40,15.24,17.72,,,7.54,,142,35
SGS,2001,,,,,,,,,,0,0
SHN,2001,,,-5.37,,,,,,,2,11
SJM,2001,,,,,,,,,,150,154
SLB,2001,,-0.92,-2.90,12.96,12.06,,,,,9,54
SLE,2001,1.08,0.08,-2.11,15.26,13.25,,,10.22,,2,11
SLV,2001,6.32,2.63,1.37,15.58,15.60,,,6.83,,19,13
SMR,2001,4.02,-0.20,,10.23,,,,,,150,39
SOM,2001,1.59,,-1.48,15.84,13.13,,,4.57,,2,14
SPM,2001,2.22,,-3.29,,,,,,,19,21
SRB,2001,7.32,2.51,,15.83,,,,,,150,39
STP,2001,1.87,-2.57,-3.80,11.85,10.85,,,,,2,17
SUR,2001,4.92,-0.27,0.26,13.09,14.64,,,,,19,5
SVK,2001,7.52,3.42,3.23,15.50,17.49,,,5.36,,150,151
SVN,2001,6.58,3.04,2.43,14.50,16.53,,,5.68,,150,39
SWE,2001,9.39,5.48,4.93,16.00,17.75,,,7.37,,150,154
SWZ,2001,4.60,0.30,0.06,13.89,13.95,,,5.56,,2,18
SYC,2001,2.85,-0.47,-1.79,11.30,13.36,,,,,2,14
SYR,2001,8.30,3.05,2.88,16.63,17.70,,,5.29,,142,145
TCA,2001,2.41,,-2.66,9.91,9.59,,,,,19,29
TCD,2001,3.48,0.54,-2.44,15.97,12.06,,,11.34,,2,17
TGO,2001,4.53,0.29,-0.74,15.43,13.97,,,9.40,,2,11
THA,2001,8.95,4.75,4.46,17.97,19.12,,,8.37,,142,35
TJK,2001,5.85,0.08,2.58,15.65,14.64,,,6.38,,142,143
TKL,2001,,,,,,,,,,9,61
TKM,2001,7.34,1.26,1.89,15.33,17.48,,,3.89,,142,143
TLS,2001,2.66,-0.79,,13.67,,,,,36.3,142,35
TON,2001,,-1.79,-3.37,11.50,11.39,,,,16.2,9,61
TTO,2001,6.51,2.18,1.58,14.06,17.04,,,5.24,,19,29
TUN,2001,7.69,3.09,2.25,16.08,16.85,,,-5.85,,2,15
TUR,2001,8.90,5.28,4.58,17.98,19.09,,,8.26,,142,145
TUV,2001,,-4.33,,9.16,,,,,,9,61
TWN,2001,9.08,,5.12,,,,,,,0,0
TZA,2001,5.90,2.34,0.73,17.37,14.96,,,11.86,,2,14
UGA,2001,5.27,1.76,0.25,17.02,14.30,,,10.48,,2,14
UKR,2001,8.73,3.64,4.84,17.70,19.59,,,7.62,,150,151
UMI,2001,0.17,,,,,,,,,0,0
URY,2001,7.27,3.04,1.89,15.02,15.44,,,4.35,,19,5
USA,2001,12.89,9.27,8.18,19.47,22.45,,,12.19,,19,21
UZB,2001,8.26,2.43,3.72,17.03,18.63,,,5.85,,142,143
VAT,2001,-0.99,,,,,,,,,150,39
VCT,2001,2.55,-0.84,,11.59,12.10,,,-0.18,,19,29
VEN,2001,9.40,4.81,4.17,17.03,18.97,,,10.63,45.4,19,5
VGB,2001,2.86,,-3.34,,,,,,,19,29
VIR,2001,5.18,,-0.11,11.59,,,,,,19,29
VNM,2001,7.65,3.56,3.24,18.18,17.93,,,8.51,,142,35
VUT,2001,0.65,-1.36,-3.21,12.15,11.39,,,,,9,54
WLF,2001,,,,,,,,,,9,61
WSM,2001,,-1.30,-2.33,12.08,11.87,,,,,9,61
YEM,2001,6.73,2.29,0.87,16.72,16.60,,,1.10,,142,145
ZAF,2001,9.51,4.77,5.19,17.62,19.71,,,10.56,,2,18
ZMB,2001,6.41,1.41,1.88,16.20,14.46,,,12.45,,2,14
ZWE,2001,6.79,1.91,2.31,16.35,16.35,,,10.26,,2,14
ABW,2000,4.87,0.63,-0.39,11.42,14.66,,,,,19,29
AFG,2000,4.87,,-0.63,16.80,13.57,,,4.84,,142,34
AGO,2000,6.02,2.21,0.18,16.53,16.07,8.01,9.67,6.22,,2,17
AIA,2000,1.55,,,,,,,,,19,29
ALA,2000,3.47,,,,,,,,,150,154
ALB,2000,5.10,1.30,1.32,14.94,14.92,7.15,7.87,7.12,,150,39
AND,2000,4.69,0.13,,11.09,13.17,,,,,150,39
ANT,2000,5.17,,-0.06,,,,,,,19,29
ARE,2000,8.92,4.65,3.59,14.93,18.54,7.03,9.90,6.78,,142,145
ARG,2000,9.69,5.65,4.29,17.43,18.76,10.64,11.50,10.63,,19,5
ARM,2000,5.12,0.65,1.31,14.94,15.06,6.13,7.85,4.72,,142,145
ASM,2000,2.81,,-1.91,10.96,,,,,,9,61
ATA,2000,,,,,,,,,,0,0
ATF,2000,,,,,,,,,,0,0
ATG,2000,4.07,-0.24,-2.03,11.26,12.75,,,1.02,,19,29
AUS,2000,9.40,6.03,5.21,16.77,19.61,11.23,11.76,13.16,,9,53
AUT,2000,7.85,5.28,3.98,15.90,17.95,8.47,9.10,7.26,,150,155
AZE,2000,6.66,1.66,2.73,15.90,17.20,7.62,9.21,6.14,,142,145
BDI,2000,3.35,-0.14,-2.10,15.73,12.58,,,6.97,,2,14
BEL,2000,9.49,5.47,4.36,16.14,18.56,9.19,9.31,7.09,,150,155
BEN,2000,4.72,0.86,-0.94,15.75,14.28,8.12,8.41,10.34,,2,11
BFA,2000,5.25,0.96,-1.22,16.27,13.86,,,10.34,,2,11
BGD,2000,7.01,3.85,2.52,18.69,17.14,9.88,11.40,6.53,48.9,142,34
BGR,2000,6.88,2.59,3.31,15.92,17.59,8.40,9.53,6.15,,150,151
BHR,2000,5.99,2.20,1.68,13.41,16.74,4.48,7.77,5.46,,142,145
BHS,2000,4.80,1.84,0.38,12.60,14.33,,,,,19,29
BIH,2000,6.41,1.71,1.99,15.15,16.44,7.46,7.89,8.34,,150,39
BLM,2000,3.98,,,,,,,,,19,29
BLR,2000,7.25,2.54,3.35,16.12,17.79,9.29,9.50,6.92,41.9,150,151
BLZ,2000,3.20,-0.18,-1.66,12.42,13.44,,,6.73,,19,13
BMU,2000,3.22,1.25,-0.59,11.03,13.11,,,,,19,21
BOL,2000,7.09,2.13,1.22,15.94,16.14,9.34,9.89,10.85,66.4,19,5
BRA,2000,10.79,6.47,5.77,18.98,19.61,12.03,12.75,12.81,,19,5
BRB,2000,5.15,1.14,-0.35,12.51,13.99,,,,,19,29
BRN,2000,6.28,1.79,0.86,12.71,15.62,5.98,8.26,4.62,,142,35
BTN,2000,,-0.82,-1.24,13.24,12.90,,,6.47,,142,34
BVT,2000,,,,,,,,,,0,0
BWA,2000,5.56,1.76,0.54,14.37,15.27,7.83,8.28,10.32,,2,18
CAF,2000,3.57,-0.09,-2.33,15.13,12.50,,,13.00,,2,17
CAN,2000,10.97,6.61,6.23,17.24,20.10,10.62,11.52,11.06,,19,21
CCK,2000,,,,,,,,,,0,0
CHE,2000,8.36,5.60,3.96,15.79,17.48,7.84,8.54,7.14,,150,155
CHL,2000,8.31,4.37,3.64,16.53,17.89,8.94,9.74,7.53,,19,5
CHN,2000,11.00,7.09,7.07,20.96,21.95,12.88,13.86,11.56,,142,30
